Respondent,Timestamp,Which track do you participate in?,How Often Do You Participate,Question,Answer,Numeric Answer
10037,2021/07/30 12:28:39 PM MDT,Tableau,Some of the Challenges,Having Tableau and Power BI WOW challenges launch in the same week makes it more likely I will complete both,Neutral,
10038,2021/07/30 12:33:54 PM MDT,Tableau,Some of the Challenges,What else do you want us to know?,,
10038,2021/07/30 12:33:54 PM MDT,Tableau,Some of the Challenges,I would be more likely to participate in WOW challenges if they were,Doesn't Matter,
10038,2021/07/30 12:33:54 PM MDT,Tableau,Some of the Challenges,I want more cross-over with other software and/or platforms,Neither Agree nor Disagree,3
10038,2021/07/30 12:33:54 PM MDT,Tableau,Some of the Challenges,What do you want more of?  (Rank Your Choices) (7th),Unusual Chart Types,7
10038,2021/07/30 12:33:54 PM MDT,Tableau,Some of the Challenges,What do you want more of?  (Rank Your Choices) (6th),Extensions,6
10038,2021/07/30 12:33:54 PM MDT,Tableau,Some of the Challenges,What do you want more of?  (Rank Your Choices) (5th),Power Query,5
10038,2021/07/30 12:33:54 PM MDT,Tableau,Some of the Challenges,What do you want more of?  (Rank Your Choices) (4th),Mapping,4
10038,2021/07/30 12:33:54 PM MDT,Tableau,Some of the Challenges,What do you want more of?  (Rank Your Choices) (3rd),Containers,3
10038,2021/07/30 12:33:54 PM MDT,Tableau,Some of the Challenges,What do you want more of?  (Rank Your Choices) (2nd),LODs,2
10038,2021/07/30 12:33:54 PM MDT,Tableau,Some of the Challenges,What do you want more of?  (Rank Your Choices) (1st),Table Calcs,1
10038,2021/07/30 12:33:54 PM MDT,Tableau,Some of the Challenges,I enjoy learning about new features,Strongly Agree,5
10038,2021/07/30 12:33:54 PM MDT,Tableau,Some of the Challenges,The challenges are too easy,Disagree,2
10038,2021/07/30 12:33:54 PM MDT,Tableau,Some of the Challenges,The challenges are too difficult,Neither Agree nor Disagree,3
10038,2021/07/30 12:33:54 PM MDT,Tableau,Some of the Challenges,The challenges help me at work/school,Strongly Agree,5
10038,2021/07/30 12:33:54 PM MDT,Tableau,Some of the Challenges,How Often Do You Participate,Some of the Challenges,
10038,2021/07/30 12:33:54 PM MDT,Tableau,Some of the Challenges,Which track do you participate in?,Tableau,
10038,2021/07/30 12:33:54 PM MDT,Tableau,Some of the Challenges,How likely are you to recommend #WOW to friends or colleagues that are or aspire to be data practitioners?,9,9
10038,2021/07/30 12:33:54 PM MDT,Tableau,Some of the Challenges,Having Tableau and Power BI WOW challenges launch in the same week makes it more likely I will complete both,N/A,3
10039,2021/07/30 1:36:06 PM MDT,Both,Most of the Challenges,What else do you want us to know?,I love these challenges. So thank you for all the amazing tricks and tips you make us learn!,
10039,2021/07/30 1:36:06 PM MDT,Both,Most of the Challenges,I would be more likely to participate in WOW challenges if they were,Doesn't Matter,
10039,2021/07/30 1:36:06 PM MDT,Both,Most of the Challenges,I want more cross-over with other software and/or platforms,Agree,4
10039,2021/07/30 1:36:06 PM MDT,Both,Most of the Challenges,What do you want more of?  (Rank Your Choices) (7th),Unusual Chart Types,7
10039,2021/07/30 1:36:06 PM MDT,Both,Most of the Challenges,What do you want more of?  (Rank Your Choices) (6th),Containers,6
10039,2021/07/30 1:36:06 PM MDT,Both,Most of the Challenges,What do you want more of?  (Rank Your Choices) (5th),Mapping,5
10039,2021/07/30 1:36:06 PM MDT,Both,Most of the Challenges,What do you want more of?  (Rank Your Choices) (4th),Power Query,4
10039,2021/07/30 1:36:06 PM MDT,Both,Most of the Challenges,What do you want more of?  (Rank Your Choices) (3rd),Extensions,3
10039,2021/07/30 1:36:06 PM MDT,Both,Most of the Challenges,What do you want more of?  (Rank Your Choices) (2nd),Table Calcs,2
10039,2021/07/30 1:36:06 PM MDT,Both,Most of the Challenges,What do you want more of?  (Rank Your Choices) (1st),LODs,1
10039,2021/07/30 1:36:06 PM MDT,Both,Most of the Challenges,I enjoy learning about new features,Strongly Agree,5
10039,2021/07/30 1:36:06 PM MDT,Both,Most of the Challenges,The challenges are too easy,Neither Agree nor Disagree,3
10039,2021/07/30 1:36:06 PM MDT,Both,Most of the Challenges,The challenges are too difficult,Neither Agree nor Disagree,3
10039,2021/07/30 1:36:06 PM MDT,Both,Most of the Challenges,The challenges help me at work/school,Agree,4
10039,2021/07/30 1:36:06 PM MDT,Both,Most of the Challenges,How Often Do You Participate,Most of the Challenges,
10039,2021/07/30 1:36:06 PM MDT,Both,Most of the Challenges,Which track do you participate in?,Both,
10039,2021/07/30 1:36:06 PM MDT,Both,Most of the Challenges,How likely are you to recommend #WOW to friends or colleagues that are or aspire to be data practitioners?,10,10
10039,2021/07/30 1:36:06 PM MDT,Both,Most of the Challenges,Having Tableau and Power BI WOW challenges launch in the same week makes it more likely I will complete both,Neutral,
10040,2021/07/30 3:46:41 PM MDT,Tableau,Every Once in Awhile,What else do you want us to know?,"I love what y'all do on how to push the boundaries of business focused dashboards. 

Something that would be phenomenal to have would be ways to find challenges by different criteria: 
- Difficulty level
- Tableau version (just in case you aren't updated)
- Type of challenge
- Random selection to make it fun",
10040,2021/07/30 3:46:41 PM MDT,Tableau,Every Once in Awhile,I would be more likely to participate in WOW challenges if they were,Doesn't Matter,
10040,2021/07/30 3:46:41 PM MDT,Tableau,Every Once in Awhile,I want more cross-over with other software and/or platforms,Neither Agree nor Disagree,3
10040,2021/07/30 3:46:41 PM MDT,Tableau,Every Once in Awhile,What do you want more of?  (Rank Your Choices) (7th),Power Query,7
10040,2021/07/30 3:46:41 PM MDT,Tableau,Every Once in Awhile,What do you want more of?  (Rank Your Choices) (6th),Extensions,6
10040,2021/07/30 3:46:41 PM MDT,Tableau,Every Once in Awhile,What do you want more of?  (Rank Your Choices) (5th),Unusual Chart Types,5
10040,2021/07/30 3:46:41 PM MDT,Tableau,Every Once in Awhile,What do you want more of?  (Rank Your Choices) (4th),Containers,4
10040,2021/07/30 3:46:41 PM MDT,Tableau,Every Once in Awhile,What do you want more of?  (Rank Your Choices) (3rd),Mapping,3
10040,2021/07/30 3:46:41 PM MDT,Tableau,Every Once in Awhile,What do you want more of?  (Rank Your Choices) (2nd),LODs,2
10040,2021/07/30 3:46:41 PM MDT,Tableau,Every Once in Awhile,What do you want more of?  (Rank Your Choices) (1st),Table Calcs,1
10040,2021/07/30 3:46:41 PM MDT,Tableau,Every Once in Awhile,I enjoy learning about new features,Strongly Agree,5
10040,2021/07/30 3:46:41 PM MDT,Tableau,Every Once in Awhile,The challenges are too easy,Disagree,2
10040,2021/07/30 3:46:41 PM MDT,Tableau,Every Once in Awhile,The challenges are too difficult,Disagree,2
10040,2021/07/30 3:46:41 PM MDT,Tableau,Every Once in Awhile,The challenges help me at work/school,Strongly Agree,5
10040,2021/07/30 3:46:41 PM MDT,Tableau,Every Once in Awhile,How Often Do You Participate,Every Once in Awhile,
10040,2021/07/30 3:46:41 PM MDT,Tableau,Every Once in Awhile,Which track do you participate in?,Tableau,
10040,2021/07/30 3:46:41 PM MDT,Tableau,Every Once in Awhile,How likely are you to recommend #WOW to friends or colleagues that are or aspire to be data practitioners?,10,10
10040,2021/07/30 3:46:41 PM MDT,Tableau,Every Once in Awhile,Having Tableau and Power BI WOW challenges launch in the same week makes it more likely I will complete both,Extremely Unlikely,
10041,2021/07/30 4:24:28 PM MDT,Tableau,Never,What else do you want us to know?,I haven't participated yet but I really enjoy seeing the challenges. I also recommend them to people that want to brush up their technical chops. My struggle is mainly just trying to get people to see the value in participating in community projects outside of work.,
10041,2021/07/30 4:24:28 PM MDT,Tableau,Never,I would be more likely to participate in WOW challenges if they were,Doesn't Matter,
10041,2021/07/30 4:24:28 PM MDT,Tableau,Never,I want more cross-over with other software and/or platforms,N/A,3
10041,2021/07/30 4:24:28 PM MDT,Tableau,Never,What do you want more of?  (Rank Your Choices) (7th),Unusual Chart Types,7
10041,2021/07/30 4:24:28 PM MDT,Tableau,Never,What do you want more of?  (Rank Your Choices) (6th),Power Query,6
10041,2021/07/30 4:24:28 PM MDT,Tableau,Never,What do you want more of?  (Rank Your Choices) (5th),Mapping,5
10041,2021/07/30 4:24:28 PM MDT,Tableau,Never,What do you want more of?  (Rank Your Choices) (4th),Extensions,4
10041,2021/07/30 4:24:28 PM MDT,Tableau,Never,What do you want more of?  (Rank Your Choices) (3rd),Containers,3
10041,2021/07/30 4:24:28 PM MDT,Tableau,Never,What do you want more of?  (Rank Your Choices) (2nd),Table Calcs,2
10041,2021/07/30 4:24:28 PM MDT,Tableau,Never,What do you want more of?  (Rank Your Choices) (1st),LODs,1
10041,2021/07/30 4:24:28 PM MDT,Tableau,Never,I enjoy learning about new features,Agree,4
10041,2021/07/30 4:24:28 PM MDT,Tableau,Never,The challenges are too easy,N/A,3
10041,2021/07/30 4:24:28 PM MDT,Tableau,Never,The challenges are too difficult,N/A,3
10041,2021/07/30 4:24:28 PM MDT,Tableau,Never,The challenges help me at work/school,N/A,3
10041,2021/07/30 4:24:28 PM MDT,Tableau,Never,How Often Do You Participate,Never,
10041,2021/07/30 4:24:28 PM MDT,Tableau,Never,Which track do you participate in?,Tableau,
10041,2021/07/30 4:24:28 PM MDT,Tableau,Never,How likely are you to recommend #WOW to friends or colleagues that are or aspire to be data practitioners?,7,7
10041,2021/07/30 4:24:28 PM MDT,Tableau,Never,Having Tableau and Power BI WOW challenges launch in the same week makes it more likely I will complete both,Extremely Unlikely,
10042,2021/07/30 7:53:06 PM MDT,Tableau,Some of the Challenges,What else do you want us to know?,We can have wow chalenge on efficient dashboard,
10042,2021/07/30 7:53:06 PM MDT,Tableau,Some of the Challenges,I would be more likely to participate in WOW challenges if they were,Weekly,
10042,2021/07/30 7:53:06 PM MDT,Tableau,Some of the Challenges,I want more cross-over with other software and/or platforms,Strongly Agree,5
10042,2021/07/30 7:53:06 PM MDT,Tableau,Some of the Challenges,What do you want more of?  (Rank Your Choices) (7th),Unusual Chart Types,7
10042,2021/07/30 7:53:06 PM MDT,Tableau,Some of the Challenges,What do you want more of?  (Rank Your Choices) (6th),Power Query,6
10042,2021/07/30 7:53:06 PM MDT,Tableau,Some of the Challenges,What do you want more of?  (Rank Your Choices) (5th),Extensions,5
10042,2021/07/30 7:53:06 PM MDT,Tableau,Some of the Challenges,What do you want more of?  (Rank Your Choices) (4th),Containers,4
10042,2021/07/30 7:53:06 PM MDT,Tableau,Some of the Challenges,What do you want more of?  (Rank Your Choices) (3rd),Table Calcs,3
10042,2021/07/30 7:53:06 PM MDT,Tableau,Some of the Challenges,What do you want more of?  (Rank Your Choices) (2nd),LODs,2
10042,2021/07/30 7:53:06 PM MDT,Tableau,Some of the Challenges,What do you want more of?  (Rank Your Choices) (1st),Mapping,1
10042,2021/07/30 7:53:06 PM MDT,Tableau,Some of the Challenges,I enjoy learning about new features,Strongly Agree,5
10042,2021/07/30 7:53:06 PM MDT,Tableau,Some of the Challenges,The challenges are too easy,Neither Agree nor Disagree,3
10042,2021/07/30 7:53:06 PM MDT,Tableau,Some of the Challenges,The challenges are too difficult,Agree,4
10042,2021/07/30 7:53:06 PM MDT,Tableau,Some of the Challenges,The challenges help me at work/school,Strongly Agree,5
10042,2021/07/30 7:53:06 PM MDT,Tableau,Some of the Challenges,How Often Do You Participate,Some of the Challenges,
10042,2021/07/30 7:53:06 PM MDT,Tableau,Some of the Challenges,Which track do you participate in?,Tableau,
10042,2021/07/30 7:53:06 PM MDT,Tableau,Some of the Challenges,How likely are you to recommend #WOW to friends or colleagues that are or aspire to be data practitioners?,10,10
10042,2021/07/30 7:53:06 PM MDT,Tableau,Some of the Challenges,Having Tableau and Power BI WOW challenges launch in the same week makes it more likely I will complete both,Extremely Likely,
10043,2021/07/30 10:52:55 PM MDT,Tableau,Every Once in Awhile,What else do you want us to know?,,
10043,2021/07/30 10:52:55 PM MDT,Tableau,Every Once in Awhile,I would be more likely to participate in WOW challenges if they were,Doesn't Matter,
10043,2021/07/30 10:52:55 PM MDT,Tableau,Every Once in Awhile,I want more cross-over with other software and/or platforms,N/A,3
10043,2021/07/30 10:52:55 PM MDT,Tableau,Every Once in Awhile,What do you want more of?  (Rank Your Choices) (7th),Power Query,7
10043,2021/07/30 10:52:55 PM MDT,Tableau,Every Once in Awhile,What do you want more of?  (Rank Your Choices) (6th),Containers,6
10043,2021/07/30 10:52:55 PM MDT,Tableau,Every Once in Awhile,What do you want more of?  (Rank Your Choices) (5th),Extensions,5
10043,2021/07/30 10:52:55 PM MDT,Tableau,Every Once in Awhile,What do you want more of?  (Rank Your Choices) (4th),Mapping,4
10043,2021/07/30 10:52:55 PM MDT,Tableau,Every Once in Awhile,What do you want more of?  (Rank Your Choices) (3rd),Unusual Chart Types,3
10043,2021/07/30 10:52:55 PM MDT,Tableau,Every Once in Awhile,What do you want more of?  (Rank Your Choices) (2nd),Table Calcs,2
10043,2021/07/30 10:52:55 PM MDT,Tableau,Every Once in Awhile,What do you want more of?  (Rank Your Choices) (1st),LODs,1
10043,2021/07/30 10:52:55 PM MDT,Tableau,Every Once in Awhile,I enjoy learning about new features,Strongly Agree,5
10043,2021/07/30 10:52:55 PM MDT,Tableau,Every Once in Awhile,The challenges are too easy,Strongly Disagree,1
10043,2021/07/30 10:52:55 PM MDT,Tableau,Every Once in Awhile,The challenges are too difficult,Strongly Disagree,1
10043,2021/07/30 10:52:55 PM MDT,Tableau,Every Once in Awhile,The challenges help me at work/school,Strongly Agree,5
10043,2021/07/30 10:52:55 PM MDT,Tableau,Every Once in Awhile,How Often Do You Participate,Every Once in Awhile,
10043,2021/07/30 10:52:55 PM MDT,Tableau,Every Once in Awhile,Which track do you participate in?,Tableau,
10043,2021/07/30 10:52:55 PM MDT,Tableau,Every Once in Awhile,How likely are you to recommend #WOW to friends or colleagues that are or aspire to be data practitioners?,10,10
10043,2021/07/30 10:52:55 PM MDT,Tableau,Every Once in Awhile,Having Tableau and Power BI WOW challenges launch in the same week makes it more likely I will complete both,Extremely Unlikely,
10044,2021/07/30 11:49:50 PM MDT,PBI,Most of the Challenges,What else do you want us to know?,Love this initiative.,
10044,2021/07/30 11:49:50 PM MDT,PBI,Most of the Challenges,I would be more likely to participate in WOW challenges if they were,Weekly,
10044,2021/07/30 11:49:50 PM MDT,PBI,Most of the Challenges,I want more cross-over with other software and/or platforms,Neither Agree nor Disagree,3
10044,2021/07/30 11:49:50 PM MDT,PBI,Most of the Challenges,What do you want more of?  (Rank Your Choices) (7th),Containers,7
10044,2021/07/30 11:49:50 PM MDT,PBI,Most of the Challenges,What do you want more of?  (Rank Your Choices) (6th),LODs,6
10044,2021/07/30 11:49:50 PM MDT,PBI,Most of the Challenges,What do you want more of?  (Rank Your Choices) (5th),Extensions,5
10044,2021/07/30 11:49:50 PM MDT,PBI,Most of the Challenges,What do you want more of?  (Rank Your Choices) (4th),Table Calcs,4
10044,2021/07/30 11:49:50 PM MDT,PBI,Most of the Challenges,What do you want more of?  (Rank Your Choices) (3rd),Unusual Chart Types,3
10044,2021/07/30 11:49:50 PM MDT,PBI,Most of the Challenges,What do you want more of?  (Rank Your Choices) (2nd),Power Query,2
10044,2021/07/30 11:49:50 PM MDT,PBI,Most of the Challenges,What do you want more of?  (Rank Your Choices) (1st),Mapping,1
10044,2021/07/30 11:49:50 PM MDT,PBI,Most of the Challenges,I enjoy learning about new features,Strongly Agree,5
10044,2021/07/30 11:49:50 PM MDT,PBI,Most of the Challenges,The challenges are too easy,Neither Agree nor Disagree,3
10044,2021/07/30 11:49:50 PM MDT,PBI,Most of the Challenges,The challenges are too difficult,Neither Agree nor Disagree,3
10044,2021/07/30 11:49:50 PM MDT,PBI,Most of the Challenges,The challenges help me at work/school,Strongly Agree,5
10044,2021/07/30 11:49:50 PM MDT,PBI,Most of the Challenges,How Often Do You Participate,Most of the Challenges,
10044,2021/07/30 11:49:50 PM MDT,PBI,Most of the Challenges,Which track do you participate in?,PBI,
10044,2021/07/30 11:49:50 PM MDT,PBI,Most of the Challenges,How likely are you to recommend #WOW to friends or colleagues that are or aspire to be data practitioners?,10,10
10044,2021/07/30 11:49:50 PM MDT,PBI,Most of the Challenges,Having Tableau and Power BI WOW challenges launch in the same week makes it more likely I will complete both,Neutral,
10045,2021/07/31 12:26:49 AM MDT,Tableau,Some of the Challenges,What else do you want us to know?,"WOW is a great community initiative and I have personally learnt a lot from the exercises and got to know many great people like Donna Coles among others. It has given me the opportunity to try out new things , challenge myself and use those skills at work for improvement . Thanks a lot and hope to see many more unique challenges in future. It would be great if most of them are business-focused and related to client requirements so that we get to know how the expectations are with clients and how could we solve the same. Thanks again.",
10045,2021/07/31 12:26:49 AM MDT,Tableau,Some of the Challenges,I would be more likely to participate in WOW challenges if they were,Weekly,
10045,2021/07/31 12:26:49 AM MDT,Tableau,Some of the Challenges,I want more cross-over with other software and/or platforms,Disagree,2
10045,2021/07/31 12:26:49 AM MDT,Tableau,Some of the Challenges,What do you want more of?  (Rank Your Choices) (7th),Power Query,7
10045,2021/07/31 12:26:49 AM MDT,Tableau,Some of the Challenges,What do you want more of?  (Rank Your Choices) (6th),Unusual Chart Types,6
10045,2021/07/31 12:26:49 AM MDT,Tableau,Some of the Challenges,What do you want more of?  (Rank Your Choices) (5th),Extensions,5
10045,2021/07/31 12:26:49 AM MDT,Tableau,Some of the Challenges,What do you want more of?  (Rank Your Choices) (4th),Mapping,4
10045,2021/07/31 12:26:49 AM MDT,Tableau,Some of the Challenges,What do you want more of?  (Rank Your Choices) (3rd),LODs,3
10045,2021/07/31 12:26:49 AM MDT,Tableau,Some of the Challenges,What do you want more of?  (Rank Your Choices) (2nd),Table Calcs,2
10045,2021/07/31 12:26:49 AM MDT,Tableau,Some of the Challenges,What do you want more of?  (Rank Your Choices) (1st),Containers,1
10045,2021/07/31 12:26:49 AM MDT,Tableau,Some of the Challenges,I enjoy learning about new features,Strongly Agree,5
10045,2021/07/31 12:26:49 AM MDT,Tableau,Some of the Challenges,The challenges are too easy,Neither Agree nor Disagree,3
10045,2021/07/31 12:26:49 AM MDT,Tableau,Some of the Challenges,The challenges are too difficult,Neither Agree nor Disagree,3
10045,2021/07/31 12:26:49 AM MDT,Tableau,Some of the Challenges,The challenges help me at work/school,Strongly Agree,5
10045,2021/07/31 12:26:49 AM MDT,Tableau,Some of the Challenges,How Often Do You Participate,Some of the Challenges,
10045,2021/07/31 12:26:49 AM MDT,Tableau,Some of the Challenges,Which track do you participate in?,Tableau,
10045,2021/07/31 12:26:49 AM MDT,Tableau,Some of the Challenges,How likely are you to recommend #WOW to friends or colleagues that are or aspire to be data practitioners?,9,9
10045,2021/07/31 12:26:49 AM MDT,Tableau,Some of the Challenges,Having Tableau and Power BI WOW challenges launch in the same week makes it more likely I will complete both,Less Likely,
10046,2021/07/31 4:41:01 AM MDT,Both,Every Once in Awhile,What else do you want us to know?,Keep the workouts for everyone - I really enjoy them taking it once in a while,
10046,2021/07/31 4:41:01 AM MDT,Both,Every Once in Awhile,I would be more likely to participate in WOW challenges if they were,Doesn't Matter,
10046,2021/07/31 4:41:01 AM MDT,Both,Every Once in Awhile,I want more cross-over with other software and/or platforms,Agree,4
10046,2021/07/31 4:41:01 AM MDT,Both,Every Once in Awhile,What do you want more of?  (Rank Your Choices) (7th),LODs,7
10046,2021/07/31 4:41:01 AM MDT,Both,Every Once in Awhile,What do you want more of?  (Rank Your Choices) (6th),Unusual Chart Types,6
10046,2021/07/31 4:41:01 AM MDT,Both,Every Once in Awhile,What do you want more of?  (Rank Your Choices) (5th),Power Query,5
10046,2021/07/31 4:41:01 AM MDT,Both,Every Once in Awhile,What do you want more of?  (Rank Your Choices) (4th),LODs,4
10046,2021/07/31 4:41:01 AM MDT,Both,Every Once in Awhile,What do you want more of?  (Rank Your Choices) (3rd),Table Calcs,3
10046,2021/07/31 4:41:01 AM MDT,Both,Every Once in Awhile,What do you want more of?  (Rank Your Choices) (2nd),Mapping,2
10046,2021/07/31 4:41:01 AM MDT,Both,Every Once in Awhile,What do you want more of?  (Rank Your Choices) (1st),Containers,1
10046,2021/07/31 4:41:01 AM MDT,Both,Every Once in Awhile,I enjoy learning about new features,Strongly Agree,5
10046,2021/07/31 4:41:01 AM MDT,Both,Every Once in Awhile,The challenges are too easy,Neither Agree nor Disagree,3
10046,2021/07/31 4:41:01 AM MDT,Both,Every Once in Awhile,The challenges are too difficult,Agree,4
10046,2021/07/31 4:41:01 AM MDT,Both,Every Once in Awhile,The challenges help me at work/school,Strongly Agree,5
10046,2021/07/31 4:41:01 AM MDT,Both,Every Once in Awhile,How Often Do You Participate,Every Once in Awhile,
10046,2021/07/31 4:41:01 AM MDT,Both,Every Once in Awhile,Which track do you participate in?,Both,
10046,2021/07/31 4:41:01 AM MDT,Both,Every Once in Awhile,How likely are you to recommend #WOW to friends or colleagues that are or aspire to be data practitioners?,10,10
10046,2021/07/31 4:41:01 AM MDT,Both,Every Once in Awhile,Having Tableau and Power BI WOW challenges launch in the same week makes it more likely I will complete both,Neutral,
10047,2021/07/31 5:26:56 AM MDT,Tableau,Once,What else do you want us to know?,,
10047,2021/07/31 5:26:56 AM MDT,Tableau,Once,I would be more likely to participate in WOW challenges if they were,Monthly,
10047,2021/07/31 5:26:56 AM MDT,Tableau,Once,I want more cross-over with other software and/or platforms,Strongly Agree,5
10047,2021/07/31 5:26:56 AM MDT,Tableau,Once,What do you want more of?  (Rank Your Choices) (7th),LODs,7
10047,2021/07/31 5:26:56 AM MDT,Tableau,Once,What do you want more of?  (Rank Your Choices) (6th),LODs,6
10047,2021/07/31 5:26:56 AM MDT,Tableau,Once,What do you want more of?  (Rank Your Choices) (5th),LODs,5
10047,2021/07/31 5:26:56 AM MDT,Tableau,Once,What do you want more of?  (Rank Your Choices) (4th),Extensions,4
10047,2021/07/31 5:26:56 AM MDT,Tableau,Once,What do you want more of?  (Rank Your Choices) (3rd),Mapping,3
10047,2021/07/31 5:26:56 AM MDT,Tableau,Once,What do you want more of?  (Rank Your Choices) (2nd),Table Calcs,2
10047,2021/07/31 5:26:56 AM MDT,Tableau,Once,What do you want more of?  (Rank Your Choices) (1st),LODs,1
10047,2021/07/31 5:26:56 AM MDT,Tableau,Once,I enjoy learning about new features,Strongly Agree,5
10047,2021/07/31 5:26:56 AM MDT,Tableau,Once,The challenges are too easy,Disagree,2
10047,2021/07/31 5:26:56 AM MDT,Tableau,Once,The challenges are too difficult,Disagree,2
10047,2021/07/31 5:26:56 AM MDT,Tableau,Once,The challenges help me at work/school,Strongly Agree,5
10047,2021/07/31 5:26:56 AM MDT,Tableau,Once,How Often Do You Participate,Once,
10047,2021/07/31 5:26:56 AM MDT,Tableau,Once,Which track do you participate in?,Tableau,
10047,2021/07/31 5:26:56 AM MDT,Tableau,Once,How likely are you to recommend #WOW to friends or colleagues that are or aspire to be data practitioners?,10,10
10047,2021/07/31 5:26:56 AM MDT,Tableau,Once,Having Tableau and Power BI WOW challenges launch in the same week makes it more likely I will complete both,N/A,3
10048,2021/07/31 8:25:40 AM MDT,Tableau,Every Once in Awhile,What else do you want us to know?,,
10048,2021/07/31 8:25:40 AM MDT,Tableau,Every Once in Awhile,I would be more likely to participate in WOW challenges if they were,Bi-Weekly,
10048,2021/07/31 8:25:40 AM MDT,Tableau,Every Once in Awhile,I want more cross-over with other software and/or platforms,Disagree,2
10048,2021/07/31 8:25:40 AM MDT,Tableau,Every Once in Awhile,What do you want more of?  (Rank Your Choices) (7th),Power Query,7
10048,2021/07/31 8:25:40 AM MDT,Tableau,Every Once in Awhile,What do you want more of?  (Rank Your Choices) (6th),Mapping,6
10048,2021/07/31 8:25:40 AM MDT,Tableau,Every Once in Awhile,What do you want more of?  (Rank Your Choices) (5th),Extensions,5
10048,2021/07/31 8:25:40 AM MDT,Tableau,Every Once in Awhile,What do you want more of?  (Rank Your Choices) (4th),Containers,4
10048,2021/07/31 8:25:40 AM MDT,Tableau,Every Once in Awhile,What do you want more of?  (Rank Your Choices) (3rd),Unusual Chart Types,3
10048,2021/07/31 8:25:40 AM MDT,Tableau,Every Once in Awhile,What do you want more of?  (Rank Your Choices) (2nd),Table Calcs,2
10048,2021/07/31 8:25:40 AM MDT,Tableau,Every Once in Awhile,What do you want more of?  (Rank Your Choices) (1st),LODs,1
10048,2021/07/31 8:25:40 AM MDT,Tableau,Every Once in Awhile,I enjoy learning about new features,Strongly Agree,5
10048,2021/07/31 8:25:40 AM MDT,Tableau,Every Once in Awhile,The challenges are too easy,Strongly Disagree,1
10048,2021/07/31 8:25:40 AM MDT,Tableau,Every Once in Awhile,The challenges are too difficult,Strongly Agree,5
10048,2021/07/31 8:25:40 AM MDT,Tableau,Every Once in Awhile,The challenges help me at work/school,Strongly Agree,5
10048,2021/07/31 8:25:40 AM MDT,Tableau,Every Once in Awhile,How Often Do You Participate,Every Once in Awhile,
10048,2021/07/31 8:25:40 AM MDT,Tableau,Every Once in Awhile,Which track do you participate in?,Tableau,
10048,2021/07/31 8:25:40 AM MDT,Tableau,Every Once in Awhile,How likely are you to recommend #WOW to friends or colleagues that are or aspire to be data practitioners?,10,10
10048,2021/07/31 8:25:40 AM MDT,Tableau,Every Once in Awhile,Having Tableau and Power BI WOW challenges launch in the same week makes it more likely I will complete both,Neutral,
10049,2021/07/31 9:11:32 AM MDT,Both,Some of the Challenges,What else do you want us to know?,,
10049,2021/07/31 9:11:32 AM MDT,Both,Some of the Challenges,I would be more likely to participate in WOW challenges if they were,Monthly,
10049,2021/07/31 9:11:32 AM MDT,Both,Some of the Challenges,I want more cross-over with other software and/or platforms,Neither Agree nor Disagree,3
10049,2021/07/31 9:11:32 AM MDT,Both,Some of the Challenges,What do you want more of?  (Rank Your Choices) (7th),Extensions,7
10049,2021/07/31 9:11:32 AM MDT,Both,Some of the Challenges,What do you want more of?  (Rank Your Choices) (6th),Mapping,6
10049,2021/07/31 9:11:32 AM MDT,Both,Some of the Challenges,What do you want more of?  (Rank Your Choices) (5th),Unusual Chart Types,5
10049,2021/07/31 9:11:32 AM MDT,Both,Some of the Challenges,What do you want more of?  (Rank Your Choices) (4th),Containers,4
10049,2021/07/31 9:11:32 AM MDT,Both,Some of the Challenges,What do you want more of?  (Rank Your Choices) (3rd),Power Query,3
10049,2021/07/31 9:11:32 AM MDT,Both,Some of the Challenges,What do you want more of?  (Rank Your Choices) (2nd),LODs,2
10049,2021/07/31 9:11:32 AM MDT,Both,Some of the Challenges,What do you want more of?  (Rank Your Choices) (1st),Table Calcs,1
10049,2021/07/31 9:11:32 AM MDT,Both,Some of the Challenges,I enjoy learning about new features,Strongly Agree,5
10049,2021/07/31 9:11:32 AM MDT,Both,Some of the Challenges,The challenges are too easy,Disagree,2
10049,2021/07/31 9:11:32 AM MDT,Both,Some of the Challenges,The challenges are too difficult,Neither Agree nor Disagree,3
10049,2021/07/31 9:11:32 AM MDT,Both,Some of the Challenges,The challenges help me at work/school,Strongly Agree,5
10049,2021/07/31 9:11:32 AM MDT,Both,Some of the Challenges,How Often Do You Participate,Some of the Challenges,
10049,2021/07/31 9:11:32 AM MDT,Both,Some of the Challenges,Which track do you participate in?,Both,
10049,2021/07/31 9:11:32 AM MDT,Both,Some of the Challenges,How likely are you to recommend #WOW to friends or colleagues that are or aspire to be data practitioners?,10,10
10049,2021/07/31 9:11:32 AM MDT,Both,Some of the Challenges,Having Tableau and Power BI WOW challenges launch in the same week makes it more likely I will complete both,Less Likely,
10050,2021/07/31 9:30:52 AM MDT,Both,Some of the Challenges,What else do you want us to know?,I juste want to thank you all !,
10050,2021/07/31 9:30:52 AM MDT,Both,Some of the Challenges,I would be more likely to participate in WOW challenges if they were,Weekly,
10050,2021/07/31 9:30:52 AM MDT,Both,Some of the Challenges,I want more cross-over with other software and/or platforms,Agree,4
10050,2021/07/31 9:30:52 AM MDT,Both,Some of the Challenges,What do you want more of?  (Rank Your Choices) (7th),Containers,7
